11,en,1
12,en,3
14,en,20
15,en,2
17,en,1
21,en,6
22,en,4
24,en,1
26,en,1
27,en,3
31,en,1
32,en,2
35,en,12
36,en,1
37,en,1
39,en,2
40,en,7
43,es,53
56,pt,11
59,es,3
61,en,7
62,en,12
65,en,3
67,en,4
68,es,1
69,es,16
70,en,4
71,en,9
74,es,34
76,en,4
78,en,29
80,en,10
81,en,7
85,en,1
86,es,53
91,en,3
98,en,11
99,fr,2
101,en,1
110,en,47
112,en,10
113,en,1
118,en,1
126,en,2
128,en,24
131,en,8
141,en,10
142,en,22
145,en,86
146,en,13
147,en,12
151,fr,38
151,en,36
155,en,31
158,pt,23
160,es,16
162,fr,3
165,en,15
172,en,12
175,en,5
182,en,16
194,en,7
204,en,19
215,fr,2
215,en,1
224,en,13
225,en,20
227,en,3
228,es,75
233,fr,14
234,en,12
237,en,8
240,en,8
242,en,76
251,ru,52
251,en,4
259,en,10
264,en,10
266,en,3
289,en,1
293,en,33
294,en,19
296,en,42
298,en,13
300,en,19
302,en,2
304,en,29
306,en,39
309,en,1
311,en,20
316,es,47
317,en,10
319,en,3
320,fr,15
320,zh-cn,5
321,en,7
322,fr,8
325,en,3
327,en,6
328,en,13
332,en,16
343,fr,1
346,en,6
352,pt,22
354,fr,15
356,de,17
359,en,1
374,en,15
377,en,11
378,en,1
380,en,48
383,en,1
388,es,7
390,es,52
397,es,8
398,es,5
400,es,18
402,en,154
404,pt,6
405,fr,18
408,es,12
411,es,2
414,en,21
416,en,2
417,en,149
419,en,51
425,en,37
426,en,7
428,es,3
429,en,2
431,en,27
433,es,9
435,en,46
441,en,1
442,fr,34
443,fr,3
444,en,4
445,de,15
446,fr,9
448,fr,1
450,en,43
451,es,18
453,en,2
454,de,20
455,fr,10
456,es,44
458,es,6
460,en,8
461,en,11
464,en,5
465,en,28
467,en,1
471,es,19
474,es,1
475,en,2
477,en,32
478,en,46
481,en,27
483,es,14
484,es,10
487,es,5
488,es,22
490,es,11
491,es,38
492,es,47
496,de,13
498,es,16
500,en,5
504,en,8
507,en,7
508,en,10
510,en,11
511,en,21
512,en,1
516,en,47
518,en,3
521,es,5
523,fr,9
524,es,7
527,es,54
533,en,6
538,en,8
539,es,11
542,en,15
544,en,3
546,en,7
548,es,10
549,en,12
550,en,27
551,en,8
553,es,11
555,es,11
556,es,30
557,en,7
559,en,13
560,en,4
561,en,15
562,en,23
565,de,8
566,en,6
568,en,7
571,en,34
573,en,10
574,en,18
575,en,30
577,en,1
586,en,5
590,pt,16
594,en,2
595,es,21
598,en,2
601,en,5
605,en,1
607,pt,2
608,es,1
621,en,3
625,es,73
628,es,72
633,es,3
639,es,15
640,es,19
645,en,8
663,fr,3
669,en,2
677,en,1
687,en,1
689,en,43
698,de,2
700,en,1
701,en,4
708,en,7
721,es,6
722,es,42
723,es,19
743,en,5
751,en,20
754,es,1
759,en,1
760,de,3
762,en,6
764,fa,243
764,en,19
766,en,5
767,en,19
805,en,4
807,en,2
834,en,1
849,en,2
856,en,2
864,fr,3
865,en,6
883,en,19
886,en,43
891,es,22
928,es,39
944,en,1
958,en,9
971,en,3
978,en,7
996,en,21
1010,en,54
1012,en,20
1016,en,10
1019,it,75
1019,en,6
1020,en,7
1022,en,31
1023,ar,62
1023,en,14
1073,es,5
1075,en,2
1090,en,2
1096,es,60
1097,es,3
1098,es,11
1102,en,4
1103,es,11
1104,es,18
1111,es,17
1112,es,35
1113,en,17
1115,en,1
1118,en,22
1125,en,1
1126,de,13
1127,es,14
1128,en,1
1128,fr,1
1129,de,33
1182,pt,30
1192,en,24
1195,pt,4
1198,fr,1
1203,es,2
1206,en,2
1214,en,29
1221,en,9
1222,ru,355
1223,en,5
1224,en,17
1225,fr,29
1226,en,5
1227,fr,1
1236,fr,12
1259,ar,13
1266,en,79
1267,ar,21
1267,en,7
1270,en,16
1278,en,12
1284,en,5
1293,en,3
1325,en,2
1353,en,1
1369,en,2
1384,es,1
1436,en,6
1468,en,25
1507,en,44
1508,en,10
1510,es,15
1512,es,45
1519,en,5
1520,en,14
1521,en,1
1522,en,30
1523,en,45
1524,en,41
1525,en,70
1526,en,10
1527,en,8
1531,en,10
1532,en,7
1533,en,10
1534,en,1
1535,en,2
1536,ru,9
1536,en,7
1540,en,5
1543,en,10
1544,en,3
1545,en,12
1547,en,1
1548,ar,72
1548,en,42
1549,en,5
1551,en,2
1552,en,9
1553,fr,20
1554,en,4
1556,en,1
1558,fr,35
1561,en,38
1565,en,2
1566,en,13
1568,en,2
1569,en,4
1572,fr,14
1573,en,13
1574,fr,2
1575,fr,14
1576,fr,6
1578,en,2
1579,en,5
1579,ar,3
1580,en,10
1581,en,2
1582,fr,9
1583,fr,7
1584,en,4
1585,en,11
1586,en,3
1587,es,17
1588,fr,25
1589,en,1
1590,es,33
1591,en,10
1592,es,15
1593,es,19
1594,es,16
1595,es,10
1596,en,3
1597,en,12
1598,es,7
1600,fr,1
1602,es,49
1604,es,12
1605,es,58
1606,es,28
1608,es,18
1609,es,9
1610,es,19
1613,es,29
1616,es,8
1618,en,2
1619,en,23
1619,fr,19
1619,es,14
1620,es,9
1621,es,6
1622,es,2
1623,en,7
1624,es,10
1627,ar,39
1627,en,1
1628,en,8
1629,en,5
1631,es,43
1635,en,5
1636,en,4
1638,en,3
1794,fr,30
1802,fr,1
1803,de,3
1804,it,1
1805,pt,4
1806,es,2
1814,fr,1
1818,ar,7
1820,ar,123
1821,ar,57
1822,ar,11
1823,ar,25
1824,ar,127
1825,ar,42
1827,ar,3
1829,ar,56
1830,ar,21
1832,es,16
1835,es,9
1838,ar,68
1839,es,86
1840,es,28
1841,es,24
1842,es,6
1844,fr,1
1845,es,21
1846,es,6
1848,es,5
1849,es,2
1850,es,68
1851,es,3
1854,es,5
1856,es,8
1876,es,36
1877,es,9
1878,es,10
1879,en,2
1880,fr,2
1881,es,7
1883,es,56
1884,es,5
1885,en,9
1885,ru,3
1886,es,1
1888,es,2
1889,es,58
1895,en,1
1896,en,4
1897,es,21
1898,ar,51
1899,ar,31
1900,ar,97
1901,ar,23
1902,en,2
1904,en,2
1905,ar,51
1907,es,8
1908,es,17
1911,es,6
1913,fr,6
1964,en,3
1966,ar,17
1967,ar,7
1968,ru,1
1969,ru,16
1969,en,4
1970,pt,7
1971,es,85
1977,fr,7
1982,pt,436
1984,en,1
1987,ru,80
1988,fr,3
1989,es,14
1990,pt,6
1991,ru,53
1993,ru,11
1994,ru,6
1995,ru,22
1996,fa,2
1998,es,12
1999,pt,14
2000,en,2
2003,es,13
2007,es,8
2010,en,1
2011,en,4
2013,pt,3
2017,pt,10
2018,pt,1
2019,fa,23
2020,ru,12
2021,es,52
2022,pt,15
2026,es,3
2027,es,20
2029,es,8
2034,en,1
2035,fr,25
2036,en,2
2037,en,11
2039,es,8
2040,ar,41
2040,en,19
2041,es,20
2042,tr,6
2043,tr,20
2044,ru,15
2046,fr,4
2047,ar,18
2048,tr,7
2049,pt,3
2050,ru,1
2052,es,23
2054,tr,4
2058,fr,2
2060,pt,35
2061,en,1
2063,es,19
2065,ru,18
2134,fr,1
2138,en,2
2139,en,1
2141,en,20
2144,ru,60
2148,tr,127
2150,pt,20
2151,pt,7
2153,en,12
2156,es,11
2159,en,12
2160,ru,3
2161,en,1
2163,ar,11
2164,fr,13
2165,ru,46
2166,en,22
2167,es,58
2168,tr,1
2169,fr,3
2169,en,1
2170,ru,45
2171,es,23
2172,es,20
2174,fr,4
2176,fr,5
2177,es,30
2178,ru,59
2179,ar,16
2179,en,2
2182,es,35
2184,en,9
2187,ru,22
2188,es,6
2189,ru,42
2190,es,74
2190,en,2
2192,en,13
2194,es,11
2195,pt,17
2196,es,10
2197,es,6
2200,es,15
2201,es,12
2203,es,8
2204,es,39
2205,fr,2
2206,fr,8
2207,ar,45
2208,es,17
2214,ru,5
2215,en,11
2216,ru,20
2218,es,3
2219,es,17
2220,es,123
2221,pt,1
2222,es,26
2223,es,17
2224,es,15
2225,es,9
2226,es,27
2227,es,39
2229,es,36
2230,es,16
2232,pt,9
2233,es,24
2234,es,7
2235,es,36
2238,es,11
2239,es,16
2240,es,37
2241,es,14
2242,es,13
2245,es,22
2246,es,12
2248,en,8
2250,es,31
2251,es,6
2252,es,2
2254,es,23
2256,es,29
2257,es,6
2258,es,4
2259,es,10
2260,pt,7
2261,es,11
2262,es,28
2263,es,11
2264,es,21
2265,es,17
2266,pt,10
2267,es,21
2268,es,8
2270,pt,3
2272,es,16
2273,es,51
2274,es,16
2275,es,6
2324,es,18
2336,es,17
2337,es,12
2340,es,12
2341,es,10
2343,es,10
2347,es,36
2348,pt,2
2350,es,16
2351,es,23
2352,es,46
2353,es,22
2354,es,35
2355,es,9
2372,ru,36
2375,ru,16
2378,ru,19
2379,ru,5
2381,en,21
2382,en,253
2383,ru,156
2384,fr,5
2385,en,2
2386,ru,86
2388,en,7
2389,fr,8
2391,fr,3
2392,ru,2
2392,en,1
2394,en,3
2399,en,4
2401,en,1
2402,en,12
2403,fr,2
2405,ru,3
2407,ru,45
2408,en,4
2409,en,4
2410,ru,3
2411,ru,3
2412,ar,35
2413,ru,37
2415,ru,7
2416,ru,18
2417,ru,5
2418,en,8
2419,en,1
2420,en,3
2421,en,1
2423,ru,19
2425,ar,292
2426,es,10
2427,en,1
2428,fr,1
2429,pt,2
2431,fr,3
2432,ru,23
2434,en,13
2435,ru,56
2443,ru,7
2444,es,7
2445,es,9
2447,es,61
2447,en,1
2448,es,4
2449,es,11
2450,ar,53
2450,en,1
2453,en,4
2458,en,16
2460,en,5
2461,en,5
2469,ru,39
2470,en,11
2471,en,1
2475,ru,9
2476,tr,17
2478,fr,3
2479,ru,17
2480,ru,3
2481,ru,8
2482,es,5
2483,en,11
2484,pt,18
2485,es,53
2486,ru,6
2489,pt,4
2490,ar,35
2491,en,37
2492,pt,5
2493,ar,51
2494,en,65
2496,ar,36
2497,ar,45
2498,ar,18
2516,ru,11
2517,fa,12
2518,fr,2
2520,ru,1
2521,ar,4
2522,fr,14
2523,en,21
2523,fr,5
2524,ru,8
2525,en,16
2526,fr,1
2527,ru,14
2528,ar,2
2529,ar,2
2531,ru,30
2535,tr,1
2699,ar,15
2699,en,7
2700,ar,20
2704,ar,54
2708,ar,18
2724,en,34
2765,en,2
2786,en,4
3106,ar,28
3108,en,56
3111,ar,1
3121,ar,1
3129,en,4
3130,ar,42
3131,es,40
3133,ar,5
3134,ru,38
3142,pt,53
3142,es,2
3156,en,6
3157,fr,129
3160,fr,16
3162,ru,40
3164,fr,6
3166,ru,18
3167,ru,45
3168,es,1
3172,ar,12
3173,ar,1
3176,ar,22
3177,ar,5
3178,ar,43
3179,ar,23
3180,ar,43
3182,ar,23
3184,en,1
3185,en,19
3186,tr,10
3187,ar,2
3187,en,1
3188,ar,7
3188,en,1
3193,ar,1
3196,en,1
3198,ar,23
3199,ar,17
3199,en,3
3201,ar,2
3203,ar,5
3204,ar,88
3205,ar,20
3208,en,2
3210,en,2
3212,en,1
3215,ar,7
3217,ar,2
3227,en,7
3233,en,1
3236,ar,5
3237,en,59
3758,ar,6
3760,ar,33
3761,en,6
3761,ar,1
3762,fa,1
3763,ar,2
3764,ar,12
3765,en,2
3770,en,5
3773,ar,18
3774,fa,8
3777,ar,10
3778,fa,8
3779,ar,2
3783,en,2
3785,ar,2
3787,en,1
3791,ar,4
3793,ar,15
3795,fa,2
3796,fa,2
3797,fa,1
3799,ar,1
3799,en,1
3801,en,2
3806,en,2
3808,en,2
3809,en,1
3812,en,3
3815,fa,6
3819,en,5
3821,ar,4
3824,ar,16
3827,ar,1
3828,fa,6
3833,ar,8
3833,en,1
3839,en,2
3840,en,2
3849,ar,14
3851,ar,13
3854,ar,38
3854,en,3
3854,fr,1
3861,fa,9
3862,ar,7
3868,en,51
3873,fa,3
3875,ar,46
3878,en,2
3879,en,2
3882,en,3
3883,ar,20
3885,ar,5
3886,en,5
3890,en,27
3891,en,2
3892,pt,1
3895,it,7
3898,ar,23
3899,en,1
3901,en,4
3904,ru,30
3905,en,16
3906,en,30
3907,de,3
3909,pt,9
3911,en,12
3915,ar,240
3916,fa,10
3917,ru,19
3918,fr,1
3919,ru,49
3920,en,1
3921,ar,2
3923,en,2
3926,ru,7
3928,ru,14
3929,ru,41
3930,ar,5
3931,en,5
3932,ru,5
3933,fr,5
3934,en,1
3935,ru,3
3936,es,33
3938,en,3
3939,es,1
3940,fr,3
3941,es,3
3942,en,3
3943,ru,2
3944,ru,79
4082,en,1
4083,en,2
4084,en,1
4088,en,1
4089,ar,2
4091,en,2
4094,fr,1
4095,de,11
4097,es,9
4098,en,1
4100,en,1
4101,en,1
4102,en,4
4104,en,5
4105,pt,1
4107,en,1
4108,en,1
4109,es,4
4110,pt,29
4112,fr,12
4116,es,31
4117,de,13
4118,fr,11
4120,es,14
4121,en,2
4122,es,14
4123,fr,1
4125,es,8
4126,es,15
4127,de,28
4128,es,116
4129,ru,24
4132,fr,3
4135,es,21
4136,pt,3
4141,de,6
4142,fr,6
4143,fr,4
4145,en,1
4146,ru,19
4155,fr,6
4156,en,4
4162,es,12
4163,es,8
4164,de,16
4167,fr,17
4168,es,7
4171,en,6
4172,es,28
4174,es,10
4175,pt,26
4176,es,8
4177,fr,7
4181,de,17
4183,es,1
4184,tr,70
4186,en,2
4187,en,3
4189,en,1
4190,en,8
4191,fr,39
4193,es,11
4197,en,32
4202,de,8
4203,en,8
4204,en,28
4205,en,2
4206,en,1
4208,es,12
4209,es,34
4210,fr,1
4211,es,2
4212,fr,6
4213,en,2
4214,es,16
4217,en,3
4218,en,1
4220,en,1
4223,en,1
4227,en,2
4228,ru,11
4229,pt,3
4230,fr,1
4237,en,1
4238,ru,45
4239,ru,5
4302,ru,12
4303,it,7
4307,pt,1
4308,pt,3
4312,ru,318
4315,fr,2
4317,en,7
4318,fr,10
4326,ru,3
4327,pt,1
4328,ru,4
4328,en,2
4329,es,17
4332,ru,112
4333,ru,2
4334,ru,103
4335,ru,26
4337,ru,27
4341,es,11
4342,es,2
4343,ru,3
4346,ru,1
4347,ru,37
4348,ru,10
4349,ru,2
4356,en,1
4357,ru,4
4359,ru,14
4361,ru,7
4362,ru,10
4363,ru,2
4365,ru,9
4366,ru,31
4369,ru,40
4403,ru,50
4404,ru,4
4406,ru,3
4407,ru,25
4408,ru,6
4409,ru,13
4410,ru,11
4411,ru,50
4412,ru,17
4413,ru,2
4414,ru,6
4415,ru,22
4417,ru,37
4418,ru,18
4420,ru,6
4421,ru,2
4422,ru,18
4423,ru,1
4424,ru,19
4425,ru,1
4426,ru,6
4427,ru,9
4429,ru,5
4430,ru,2
4431,ru,7
4433,ru,7
4434,ru,1
4435,pt,4
4436,pt,10
4438,es,6
4441,es,4
4442,ru,2
4443,ru,2
4444,ru,2
4445,ru,6
4446,ru,10
4449,ru,5
4450,ru,16
4451,fr,26
4453,es,1
4457,es,19
4458,en,1
4459,ru,50
4460,es,5
4462,es,13
4463,es,6
4464,en,14
4465,fr,5
4466,ru,8
4467,ru,1
4468,fr,8
4470,pt,7
4471,fr,1
4474,en,10
4475,ru,4
4476,it,4
4477,ru,9
4478,ru,1
4479,en,12
4480,ru,3
4481,en,2
4484,es,4
4488,ar,2
4489,fr,9
4491,es,15
4492,ru,1
4500,ru,4
4502,en,3
4505,fr,5
4506,ru,12
4509,ru,20
4510,es,13
4512,en,8
4514,en,8
4515,en,23
4518,fr,2
4521,es,5
4522,en,19
4523,fr,3
4524,en,7
4525,fr,6
4527,ru,8
4528,fr,9
4529,ru,49
4530,ar,204
4533,fr,3
4536,es,37
4540,ar,24
4543,es,22
4544,en,4
4545,pt,2
4547,es,19
4548,fr,2
4549,es,1
4550,en,3
4551,fr,11
4552,es,11
4553,en,8
4556,ar,37
4559,en,3
4566,en,1
4567,es,15
4569,en,1
4574,fr,1
4577,fr,3
4579,ar,4
4580,fr,23
4585,es,12
4586,es,15
4587,fr,8
4589,en,5
4591,es,1
4592,en,4
4593,es,22
4595,fr,5
4595,en,2
4698,pt,1
4702,ru,19
4703,en,2
4705,ar,21
4706,en,1
4708,ru,3
4709,en,2
4710,en,1
4711,en,4
4713,fr,5
4714,ar,11
4715,en,5
4718,en,2
4719,es,2
4721,fr,3
4722,es,9
4727,es,18
4728,en,9
4729,fr,1
4732,es,13
4734,pt,2
4736,en,2
4741,fr,2
4742,es,2
4743,es,8
4744,en,1
4746,ru,16
4748,ru,11
4752,es,2
4753,ar,307
4754,es,6
4755,en,5
4756,ru,3
4760,ar,45
4761,ru,5
4763,ar,16
4764,es,38
4765,ru,3
4766,ru,4
4767,ru,17
4769,pt,7
4771,ru,4
4773,ru,15
4774,en,9
4777,ru,2
4783,es,33
4785,ru,2
4786,ru,5
4787,es,1
4795,ru,5
4797,es,11
4801,pt,1
4804,es,1
4805,ru,4
4806,pt,2
4807,ru,2
4809,ru,1
4814,en,2
4815,ru,16
4816,en,2
4817,ru,1
4818,pt,1
4820,es,21
4824,ru,1
4825,es,3
4826,ru,15
4829,ru,7
4832,ru,1
4833,ru,1
4834,ru,10
4835,ru,2
4836,ru,16
4839,ru,1
4841,ru,2
4842,ru,11
4843,ar,36
4844,ru,52
4847,en,10
4850,es,18
4853,fr,12
4855,ar,1
4856,es,15
4857,en,1
4860,en,15
4865,fa,1
4870,en,25
4873,fa,4
4875,en,7
4878,fa,2
4879,en,13
4880,en,3
4881,fa,12
4885,ar,9
4886,en,12
4890,fa,8
4896,en,1
4899,fa,2
4905,ar,61
4908,ar,11
4916,ru,6
4917,pt,4
4918,de,5
4919,fr,3
4920,ar,14
4921,es,13
4922,fa,42
4923,ar,27
4925,ar,33
4927,en,5
4928,ar,21
4929,pt,8
4931,ar,9
4933,en,2
4935,es,30
4937,es,4
4938,nl,5
4939,es,27
4945,ar,20
4946,fa,4
4947,en,6
4994,es,2
4995,fr,8
4997,es,13
4998,es,34
5001,pt,1
5002,ru,1
5004,en,12
5005,fr,28
5006,en,2
5007,es,57
5014,es,5
5016,fr,5
5018,en,16
5019,fr,11
5020,es,1
5021,ru,1
5022,en,12
5023,fr,20
5024,es,13
5030,ar,5
5034,en,1
5038,tr,1
5040,es,2
5041,en,2
5042,zh-tw,15
5047,fr,3
5049,en,3
5054,en,2
5058,ar,5
5059,ru,7
5060,ru,4
5060,en,2
5061,en,1
5063,ru,1
5064,es,75
5099,pt,3
5100,es,22
5101,en,1
5104,en,6
5108,es,3
5109,en,2
5112,en,6
5113,ru,15
5114,es,3
5115,en,6
5119,ru,28
5120,ar,46
5132,en,22
5134,es,15
5136,ar,30
5137,es,21
5138,ru,38
5139,es,12
5141,en,9
